ParkName,Region,Year,Month,RecreationVisits
Biscayne,Southeast ,1990,5,45930
Biscayne,Southeast ,1990,6,43176
Biscayne,Southeast ,1990,7,47647
Biscayne,Southeast ,1990,8,43951
Biscayne,Southeast ,1990,9,49400
Biscayne,Southeast ,1990,10,45381
Biscayne,Southeast ,1990,11,43920
Biscayne,Southeast ,1990,12,38156
Biscayne,Southeast ,1991,1,40727
Biscayne,Southeast ,1991,2,38016
Biscayne,Southeast ,1991,3,44630
Biscayne,Southeast ,1991,4,54609
Biscayne,Southeast ,1991,5,48719
Biscayne,Southeast ,1991,6,49489
Biscayne,Southeast ,1991,7,41968
Biscayne,Southeast ,1991,8,47994
Biscayne,Southeast ,1991,9,36990
Biscayne,Southeast ,1991,10,25012
Biscayne,Southeast ,1991,11,26657
Biscayne,Southeast ,1991,12,33323
Biscayne,Southeast ,1992,1,32132
Biscayne,Southeast ,1992,2,33063
Biscayne,Southeast ,1992,3,45657
Biscayne,Southeast ,1992,4,36686
Biscayne,Southeast ,1992,5,61321
Biscayne,Southeast ,1992,6,38124
Biscayne,Southeast ,1992,7,60529
Biscayne,Southeast ,1992,8,0
Biscayne,Southeast ,1992,9,0
Biscayne,Southeast ,1992,10,0
Biscayne,Southeast ,1992,11,0
Biscayne,Southeast ,1992,12,0
Biscayne,Southeast ,1993,1,1836
Biscayne,Southeast ,1993,2,2387
Biscayne,Southeast ,1993,3,2861
Biscayne,Southeast ,1993,4,1912
Biscayne,Southeast ,1993,5,2138
Biscayne,Southeast ,1993,6,1139
Biscayne,Southeast ,1993,7,1683
Biscayne,Southeast ,1993,8,1844
Biscayne,Southeast ,1993,9,974
Biscayne,Southeast ,1993,10,815
Biscayne,Southeast ,1993,11,1184
Biscayne,Southeast ,1993,12,1177
Biscayne,Southeast ,1994,1,2312
Biscayne,Southeast ,1994,2,3382
Biscayne,Southeast ,1994,3,3367
Biscayne,Southeast ,1994,4,1910
Biscayne,Southeast ,1994,5,1917
Biscayne,Southeast ,1994,6,1663
Biscayne,Southeast ,1994,7,1916
Biscayne,Southeast ,1994,8,1582
Biscayne,Southeast ,1994,9,1309
Biscayne,Southeast ,1994,10,1490
Biscayne,Southeast ,1994,11,1336
Biscayne,Southeast ,1994,12,2963
Biscayne,Southeast ,1995,1,33090
Biscayne,Southeast ,1995,2,38887
Biscayne,Southeast ,1995,3,49164
Biscayne,Southeast ,1995,4,65177
Biscayne,Southeast ,1995,5,68812
Biscayne,Southeast ,1995,6,52711
Biscayne,Southeast ,1995,7,71376
Biscayne,Southeast ,1995,8,67551
Biscayne,Southeast ,1995,9,47644
Biscayne,Southeast ,1995,10,42368
Biscayne,Southeast ,1995,11,24827
Biscayne,Southeast ,1995,12,22912
Biscayne,Southeast ,1996,1,15559
Biscayne,Southeast ,1996,2,33944
Biscayne,Southeast ,1996,3,29533
Biscayne,Southeast ,1996,4,34283
Biscayne,Southeast ,1996,5,39794
Biscayne,Southeast ,1996,6,34949
Biscayne,Southeast ,1996,7,46604
Biscayne,Southeast ,1996,8,31433
Biscayne,Southeast ,1996,9,25064
Biscayne,Southeast ,1996,10,12277
Biscayne,Southeast ,1996,11,11521
Biscayne,Southeast ,1996,12,23642
Biscayne,Southeast ,1997,1,21775
Biscayne,Southeast ,1997,2,24820
Biscayne,Southeast ,1997,3,34216
Biscayne,Southeast ,1997,4,26050
Biscayne,Southeast ,1997,5,42226
Biscayne,Southeast ,1997,6,38758
Biscayne,Southeast ,1997,7,56364
Biscayne,Southeast ,1997,8,45815
Biscayne,Southeast ,1997,9,23609
Biscayne,Southeast ,1997,10,42822
Biscayne,Southeast ,1997,11,18691
Biscayne,Southeast ,1997,12,16923
Biscayne,Southeast ,1998,1,24132
Biscayne,Southeast ,1998,2,18346
Biscayne,Southeast ,1998,3,19583
Biscayne,Southeast ,1998,4,27942
Biscayne,Southeast ,1998,5,62611
Biscayne,Southeast ,1998,6,48151
Biscayne,Southeast ,1998,7,54320
Biscayne,Southeast ,1998,8,46566
Biscayne,Southeast ,1998,9,22452
Biscayne,Southeast ,1998,10,32108
Biscayne,Southeast ,1998,11,28511
Biscayne,Southeast ,1998,12,18517
Biscayne,Southeast ,1999,1,26888
Biscayne,Southeast ,1999,2,34378
Biscayne,Southeast ,1999,3,39948
Biscayne,Southeast ,1999,4,46913
Biscayne,Southeast ,1999,5,42804
Biscayne,Southeast ,1999,6,31061
Biscayne,Southeast ,1999,7,70367
Biscayne,Southeast ,1999,8,46261
Biscayne,Southeast ,1999,9,31701
Biscayne,Southeast ,1999,10,37633
Biscayne,Southeast ,1999,11,14590
Biscayne,Southeast ,1999,12,20041
Biscayne,Southeast ,2000,1,26450
Biscayne,Southeast ,2000,2,26634
Biscayne,Southeast ,2000,3,39703
Biscayne,Southeast ,2000,4,36771
Biscayne,Southeast ,2000,5,45631
Biscayne,Southeast ,2000,6,32702
Biscayne,Southeast ,2000,7,44738
Biscayne,Southeast ,2000,8,32282
Biscayne,Southeast ,2000,9,32001
Biscayne,Southeast ,2000,10,31078
Biscayne,Southeast ,2000,11,23323
Biscayne,Southeast ,2000,12,21838
Biscayne,Southeast ,2001,1,31930
Biscayne,Southeast ,2001,2,38786
Biscayne,Southeast ,2001,3,43878
Biscayne,Southeast ,2001,4,47563
Biscayne,Southeast ,2001,5,50885
Biscayne,Southeast ,2001,6,52035
Biscayne,Southeast ,2001,7,55535
Biscayne,Southeast ,2001,8,52212
Biscayne,Southeast ,2001,9,37339
Biscayne,Southeast ,2001,10,33867
Biscayne,Southeast ,2001,11,25961
Biscayne,Southeast ,2001,12,19352
Biscayne,Southeast ,2002,1,45528
Biscayne,Southeast ,2002,2,29567
Biscayne,Southeast ,2002,3,54809
Biscayne,Southeast ,2002,4,48710
Biscayne,Southeast ,2002,5,44350
Biscayne,Southeast ,2002,6,47671
Biscayne,Southeast ,2002,7,55980
Biscayne,Southeast ,2002,8,55421
Biscayne,Southeast ,2002,9,40744
Biscayne,Southeast ,2002,10,53163
Biscayne,Southeast ,2002,11,19746
Biscayne,Southeast ,2002,12,17708
Biscayne,Southeast ,2003,1,31919
Biscayne,Southeast ,2003,2,36473
Biscayne,Southeast ,2003,3,44155
Biscayne,Southeast ,2003,4,42650
Biscayne,Southeast ,2003,5,53018
Biscayne,Southeast ,2003,6,30740
Biscayne,Southeast ,2003,7,60014
Biscayne,Southeast ,2003,8,56524
Biscayne,Southeast ,2003,9,33197
Biscayne,Southeast ,2003,10,56771
Biscayne,Southeast ,2003,11,21475
Biscayne,Southeast ,2003,12,23095
Biscayne,Southeast ,2004,1,46072
Biscayne,Southeast ,2004,2,25368
Biscayne,Southeast ,2004,3,35138
Biscayne,Southeast ,2004,4,40813
Biscayne,Southeast ,2004,5,50978
Biscayne,Southeast ,2004,6,61395
Biscayne,Southeast ,2004,7,68247
Biscayne,Southeast ,2004,8,43648
Biscayne,Southeast ,2004,9,17178
Biscayne,Southeast ,2004,10,40851
Biscayne,Southeast ,2004,11,24255
Biscayne,Southeast ,2004,12,24361
Biscayne,Southeast ,2005,1,36890
Biscayne,Southeast ,2005,2,29993
Biscayne,Southeast ,2005,3,35935
Biscayne,Southeast ,2005,4,49550
Biscayne,Southeast ,2005,5,50283
Biscayne,Southeast ,2005,6,61005
Biscayne,Southeast ,2005,7,87592
Biscayne,Southeast ,2005,8,45859
Biscayne,Southeast ,2005,9,26186
Biscayne,Southeast ,2005,10,75962
Biscayne,Southeast ,2005,11,26160
Biscayne,Southeast ,2005,12,38313
Biscayne,Southeast ,2006,1,41208
Biscayne,Southeast ,2006,2,34520
Biscayne,Southeast ,2006,3,39131
Biscayne,Southeast ,2006,4,50254
Biscayne,Southeast ,2006,5,50464
Biscayne,Southeast ,2006,6,65065
Biscayne,Southeast ,2006,7,83212
Biscayne,Southeast ,2006,8,47226
Biscayne,Southeast ,2006,9,34903
Biscayne,Southeast ,2006,10,97418
Biscayne,Southeast ,2006,11,31227
Biscayne,Southeast ,2006,12,34208
Biscayne,Southeast ,2007,1,44672
Biscayne,Southeast ,2007,2,34284
Biscayne,Southeast ,2007,3,45363
Biscayne,Southeast ,2007,4,45652
Biscayne,Southeast ,2007,5,40736
Biscayne,Southeast ,2007,6,52932
Biscayne,Southeast ,2007,7,62126
Biscayne,Southeast ,2007,8,52222
Biscayne,Southeast ,2007,9,41955
Biscayne,Southeast ,2007,10,31017
Biscayne,Southeast ,2007,11,32998
Biscayne,Southeast ,2007,12,33485
Biscayne,Southeast ,2008,1,23086
Biscayne,Southeast ,2008,2,38107
Biscayne,Southeast ,2008,3,41725
Biscayne,Southeast ,2008,4,49551
Biscayne,Southeast ,2008,5,55351
Biscayne,Southeast ,2008,6,48754
Biscayne,Southeast ,2008,7,75299
Biscayne,Southeast ,2008,8,45413
Biscayne,Southeast ,2008,9,31468
Biscayne,Southeast ,2008,10,113151
Biscayne,Southeast ,2008,11,96736
Biscayne,Southeast ,2008,12,67421
Biscayne,Southeast ,2009,1,34397
Biscayne,Southeast ,2009,2,24041
Biscayne,Southeast ,2009,3,24164
Biscayne,Southeast ,2009,4,33513
Biscayne,Southeast ,2009,5,55053
Biscayne,Southeast ,2009,6,53902
Biscayne,Southeast ,2009,7,60824
Biscayne,Southeast ,2009,8,46295
Biscayne,Southeast ,2009,9,18937
Biscayne,Southeast ,2009,10,35030
Biscayne,Southeast ,2009,11,26938
Biscayne,Southeast ,2009,12,24651
Biscayne,Southeast ,2010,1,17535
Biscayne,Southeast ,2010,2,18381
Biscayne,Southeast ,2010,3,29620
Biscayne,Southeast ,2010,4,46593
Biscayne,Southeast ,2010,5,60484
Biscayne,Southeast ,2010,6,61808
Biscayne,Southeast ,2010,7,59771
Biscayne,Southeast ,2010,8,54211
Biscayne,Southeast ,2010,9,32666
Biscayne,Southeast ,2010,10,43032
Biscayne,Southeast ,2010,11,23102
Biscayne,Southeast ,2010,12,20409
Biscayne,Southeast ,2011,1,26961
Biscayne,Southeast ,2011,2,29136
Biscayne,Southeast ,2011,3,40109
Biscayne,Southeast ,2011,4,48625
Biscayne,Southeast ,2011,5,57222
Biscayne,Southeast ,2011,6,46740
Biscayne,Southeast ,2011,7,71509
Biscayne,Southeast ,2011,8,48281
Biscayne,Southeast ,2011,9,31260
Biscayne,Southeast ,2011,10,28514
Biscayne,Southeast ,2011,11,21045
Biscayne,Southeast ,2011,12,26675
Biscayne,Southeast ,2012,1,29877
Biscayne,Southeast ,2012,2,28749
Biscayne,Southeast ,2012,3,46277
Biscayne,Southeast ,2012,4,44910
Biscayne,Southeast ,2012,5,53922
Biscayne,Southeast ,2012,6,49160
Biscayne,Southeast ,2012,7,65594
Biscayne,Southeast ,2012,8,46782
Biscayne,Southeast ,2012,9,38956
Biscayne,Southeast ,2012,10,32782
Biscayne,Southeast ,2012,11,28447
Biscayne,Southeast ,2012,12,30157
Biscayne,Southeast ,2013,1,33790
Biscayne,Southeast ,2013,2,29960
Biscayne,Southeast ,2013,3,38524
Biscayne,Southeast ,2013,4,40016
Biscayne,Southeast ,2013,5,54354
Biscayne,Southeast ,2013,6,55272
Biscayne,Southeast ,2013,7,48572
Biscayne,Southeast ,2013,8,61031
Biscayne,Southeast ,2013,9,42389
Biscayne,Southeast ,2013,10,36185
Biscayne,Southeast ,2013,11,22189
Biscayne,Southeast ,2013,12,24566
Biscayne,Southeast ,2014,1,30437
Biscayne,Southeast ,2014,2,41173
Biscayne,Southeast ,2014,3,40131
Biscayne,Southeast ,2014,4,46774
Biscayne,Southeast ,2014,5,49710
Biscayne,Southeast ,2014,6,58909
Biscayne,Southeast ,2014,7,60348
Biscayne,Southeast ,2014,8,62131
Biscayne,Southeast ,2014,9,34694
Biscayne,Southeast ,2014,10,44810
Biscayne,Southeast ,2014,11,23545
Biscayne,Southeast ,2014,12,33083
Biscayne,Southeast ,2015,1,34409
Biscayne,Southeast ,2015,2,29061
Biscayne,Southeast ,2015,3,49590
Biscayne,Southeast ,2015,4,54897
Biscayne,Southeast ,2015,5,57450
Biscayne,Southeast ,2015,6,51499
Biscayne,Southeast ,2015,7,59061
Biscayne,Southeast ,2015,8,53480
Biscayne,Southeast ,2015,9,40551
Biscayne,Southeast ,2015,10,27634
Biscayne,Southeast ,2015,11,25228
Biscayne,Southeast ,2015,12,25304
Biscayne,Southeast ,2016,1,35755
Biscayne,Southeast ,2016,2,30663
Biscayne,Southeast ,2016,3,43331
Biscayne,Southeast ,2016,4,50964
Biscayne,Southeast ,2016,5,61050
Biscayne,Southeast ,2016,6,43964
Biscayne,Southeast ,2016,7,70830
Biscayne,Southeast ,2016,8,46961
Biscayne,Southeast ,2016,9,44645
Biscayne,Southeast ,2016,10,24114
Biscayne,Southeast ,2016,11,33694
Biscayne,Southeast ,2016,12,28738
Biscayne,Southeast ,2017,1,30661
Biscayne,Southeast ,2017,2,34689
Biscayne,Southeast ,2017,3,36433
Biscayne,Southeast ,2017,4,41287
Biscayne,Southeast ,2017,5,55595
Biscayne,Southeast ,2017,6,46085
Biscayne,Southeast ,2017,7,65142
Biscayne,Southeast ,2017,8,41633
Biscayne,Southeast ,2017,9,6230
Biscayne,Southeast ,2017,10,19456
Biscayne,Southeast ,2017,11,34442
Biscayne,Southeast ,2017,12,35308
Biscayne,Southeast ,2018,1,27638
Biscayne,Southeast ,2018,2,32586
Biscayne,Southeast ,2018,3,49114
Biscayne,Southeast ,2018,4,53080
Biscayne,Southeast ,2018,5,22249
Biscayne,Southeast ,2018,6,52446
Biscayne,Southeast ,2018,7,54859
Biscayne,Southeast ,2018,8,46332
Biscayne,Southeast ,2018,9,37170
Biscayne,Southeast ,2018,10,29135
Biscayne,Southeast ,2018,11,29512
Biscayne,Southeast ,2018,12,35132
Biscayne,Southeast ,2019,1,50873
Biscayne,Southeast ,2019,2,59754
Biscayne,Southeast ,2019,3,76685
Biscayne,Southeast ,2019,4,64172
Biscayne,Southeast ,2019,5,79779
Biscayne,Southeast ,2019,6,65173
Biscayne,Southeast ,2019,7,60239
Biscayne,Southeast ,2019,8,46191
Biscayne,Southeast ,2019,9,46723
Biscayne,Southeast ,2019,10,38582
Biscayne,Southeast ,2019,11,59948
Biscayne,Southeast ,2019,12,60403
Biscayne,Southeast ,2020,1,79041
Biscayne,Southeast ,2020,2,91655
Biscayne,Southeast ,2020,3,11052
Biscayne,Southeast ,2020,4,2358
Biscayne,Southeast ,2020,5,43692
Biscayne,Southeast ,2020,6,32646
Biscayne,Southeast ,2020,7,28770
Biscayne,Southeast ,2020,8,34416
Biscayne,Southeast ,2020,9,24678
Biscayne,Southeast ,2020,10,17526
Biscayne,Southeast ,2020,11,16320
Biscayne,Southeast ,2020,12,20616
Biscayne,Southeast ,2021,1,59970
Biscayne,Southeast ,2021,2,56112
Biscayne,Southeast ,2021,3,70526
Biscayne,Southeast ,2021,4,63980
Biscayne,Southeast ,2021,5,79373
Biscayne,Southeast ,2021,6,55866
Biscayne,Southeast ,2021,7,51016
Biscayne,Southeast ,2021,8,46213
Biscayne,Southeast ,2021,9,56434
Biscayne,Southeast ,2021,10,41834
Biscayne,Southeast ,2021,11,54005
Biscayne,Southeast ,2021,12,70326
Biscayne,Southeast ,2022,1,55096
Biscayne,Southeast ,2022,2,62829
Biscayne,Southeast ,2022,3,64243
Biscayne,Southeast ,2022,4,63574
Biscayne,Southeast ,2022,5,70048
Biscayne,Southeast ,2022,6,54233
Biscayne,Southeast ,2022,7,68066
Biscayne,Southeast ,2022,8,52652
Biscayne,Southeast ,2022,9,45857
Biscayne,Southeast ,2022,10,44757
Biscayne,Southeast ,2022,11,54538
Biscayne,Southeast ,2022,12,65130
Black Canyon of the Gunnison,Intermountain ,1979,1,1920
Black Canyon of the Gunnison,Intermountain ,1979,2,2846
Black Canyon of the Gunnison,Intermountain ,1979,3,4980
Black Canyon of the Gunnison,Intermountain ,1979,4,6476
Black Canyon of the Gunnison,Intermountain ,1979,5,23145
Black Canyon of the Gunnison,Intermountain ,1979,6,41962
Black Canyon of the Gunnison,Intermountain ,1979,7,44158
Black Canyon of the Gunnison,Intermountain ,1979,8,51759
Black Canyon of the Gunnison,Intermountain ,1979,9,35063
Black Canyon of the Gunnison,Intermountain ,1979,10,14520
Black Canyon of the Gunnison,Intermountain ,1979,11,4723
Black Canyon of the Gunnison,Intermountain ,1979,12,2734
Black Canyon of the Gunnison,Intermountain ,1980,1,2190
Black Canyon of the Gunnison,Intermountain ,1980,2,2809
Black Canyon of the Gunnison,Intermountain ,1980,3,3866
Black Canyon of the Gunnison,Intermountain ,1980,4,7241
Black Canyon of the Gunnison,Intermountain ,1980,5,26190
Black Canyon of the Gunnison,Intermountain ,1980,6,61780
Black Canyon of the Gunnison,Intermountain ,1980,7,79170
Black Canyon of the Gunnison,Intermountain ,1980,8,82583
Black Canyon of the Gunnison,Intermountain ,1980,9,40455
Black Canyon of the Gunnison,Intermountain ,1980,10,20126
Black Canyon of the Gunnison,Intermountain ,1980,11,6596
Black Canyon of the Gunnison,Intermountain ,1980,12,3113
Black Canyon of the Gunnison,Intermountain ,1981,1,4744
Black Canyon of the Gunnison,Intermountain ,1981,2,2967
Black Canyon of the Gunnison,Intermountain ,1981,3,3413
Black Canyon of the Gunnison,Intermountain ,1981,4,10391
Black Canyon of the Gunnison,Intermountain ,1981,5,26787
Black Canyon of the Gunnison,Intermountain ,1981,6,37812
Black Canyon of the Gunnison,Intermountain ,1981,7,56509
Black Canyon of the Gunnison,Intermountain ,1981,8,55879
Black Canyon of the Gunnison,Intermountain ,1981,9,42500
Black Canyon of the Gunnison,Intermountain ,1981,10,16073
Black Canyon of the Gunnison,Intermountain ,1981,11,5141
Black Canyon of the Gunnison,Intermountain ,1981,12,4388
Black Canyon of the Gunnison,Intermountain ,1982,1,2925
Black Canyon of the Gunnison,Intermountain ,1982,2,3795
Black Canyon of the Gunnison,Intermountain ,1982,3,6589
Black Canyon of the Gunnison,Intermountain ,1982,4,6986
Black Canyon of the Gunnison,Intermountain ,1982,5,19114
Black Canyon of the Gunnison,Intermountain ,1982,6,29704
Black Canyon of the Gunnison,Intermountain ,1982,7,46320
Black Canyon of the Gunnison,Intermountain ,1982,8,55898
Black Canyon of the Gunnison,Intermountain ,1982,9,35670
Black Canyon of the Gunnison,Intermountain ,1982,10,11952
Black Canyon of the Gunnison,Intermountain ,1982,11,4249
Black Canyon of the Gunnison,Intermountain ,1982,12,4226
Black Canyon of the Gunnison,Intermountain ,1983,1,3675
Black Canyon of the Gunnison,Intermountain ,1983,2,8250
Black Canyon of the Gunnison,Intermountain ,1983,3,11550
Black Canyon of the Gunnison,Intermountain ,1983,4,7781
Black Canyon of the Gunnison,Intermountain ,1983,5,21893
Black Canyon of the Gunnison,Intermountain ,1983,6,40249
Black Canyon of the Gunnison,Intermountain ,1983,7,71247
Black Canyon of the Gunnison,Intermountain ,1983,8,67744
Black Canyon of the Gunnison,Intermountain ,1983,9,35603
Black Canyon of the Gunnison,Intermountain ,1983,10,14854
Black Canyon of the Gunnison,Intermountain ,1983,11,3972
Black Canyon of the Gunnison,Intermountain ,1983,12,4800
Black Canyon of the Gunnison,Intermountain ,1984,1,3215
Black Canyon of the Gunnison,Intermountain ,1984,2,5625
Black Canyon of the Gunnison,Intermountain ,1984,3,6553
Black Canyon of the Gunnison,Intermountain ,1984,4,8250
Black Canyon of the Gunnison,Intermountain ,1984,5,18750
Black Canyon of the Gunnison,Intermountain ,1984,6,37306
Black Canyon of the Gunnison,Intermountain ,1984,7,60173
Black Canyon of the Gunnison,Intermountain ,1984,8,58658
Black Canyon of the Gunnison,Intermountain ,1984,9,32742
Black Canyon of the Gunnison,Intermountain ,1984,10,13155
Black Canyon of the Gunnison,Intermountain ,1984,11,5160
Black Canyon of the Gunnison,Intermountain ,1984,12,3461
Black Canyon of the Gunnison,Intermountain ,1985,1,2948
Black Canyon of the Gunnison,Intermountain ,1985,2,2569
Black Canyon of the Gunnison,Intermountain ,1985,3,3843
Black Canyon of the Gunnison,Intermountain ,1985,4,7136
Black Canyon of the Gunnison,Intermountain ,1985,5,22253
Black Canyon of the Gunnison,Intermountain ,1985,6,42334
Black Canyon of the Gunnison,Intermountain ,1985,7,64474
Black Canyon of the Gunnison,Intermountain ,1985,8,64108
Black Canyon of the Gunnison,Intermountain ,1985,9,32252
Black Canyon of the Gunnison,Intermountain ,1985,10,16609
Black Canyon of the Gunnison,Intermountain ,1985,11,3788
Black Canyon of the Gunnison,Intermountain ,1985,12,3698
Black Canyon of the Gunnison,Intermountain ,1986,1,2951
Black Canyon of the Gunnison,Intermountain ,1986,2,2798
Black Canyon of the Gunnison,Intermountain ,1986,3,7969
Black Canyon of the Gunnison,Intermountain ,1986,4,6851
Black Canyon of the Gunnison,Intermountain ,1986,5,25733
Black Canyon of the Gunnison,Intermountain ,1986,6,44490
Black Canyon of the Gunnison,Intermountain ,1986,7,69915
Black Canyon of the Gunnison,Intermountain ,1986,8,71906
Black Canyon of the Gunnison,Intermountain ,1986,9,32741
Black Canyon of the Gunnison,Intermountain ,1986,10,15413
Black Canyon of the Gunnison,Intermountain ,1986,11,3801
Black Canyon of the Gunnison,Intermountain ,1986,12,4549
Black Canyon of the Gunnison,Intermountain ,1987,1,2959
Black Canyon of the Gunnison,Intermountain ,1987,2,2573
Black Canyon of the Gunnison,Intermountain ,1987,3,8752
Black Canyon of the Gunnison,Intermountain ,1987,4,7035
Black Canyon of the Gunnison,Intermountain ,1987,5,22763
Black Canyon of the Gunnison,Intermountain ,1987,6,48986
Black Canyon of the Gunnison,Intermountain ,1987,7,65920
Black Canyon of the Gunnison,Intermountain ,1987,8,70313
Black Canyon of the Gunnison,Intermountain ,1987,9,33799
Black Canyon of the Gunnison,Intermountain ,1987,10,15420
Black Canyon of the Gunnison,Intermountain ,1987,11,4403
Black Canyon of the Gunnison,Intermountain ,1987,12,2516
Black Canyon of the Gunnison,Intermountain ,1988,1,2018
Black Canyon of the Gunnison,Intermountain ,1988,2,2980
Black Canyon of the Gunnison,Intermountain ,1988,3,8764
Black Canyon of the Gunnison,Intermountain ,1988,4,7095
Black Canyon of the Gunnison,Intermountain ,1988,5,22879
Black Canyon of the Gunnison,Intermountain ,1988,6,45769
Black Canyon of the Gunnison,Intermountain ,1988,7,61080
Black Canyon of the Gunnison,Intermountain ,1988,8,61159
Black Canyon of the Gunnison,Intermountain ,1988,9,33656
Black Canyon of the Gunnison,Intermountain ,1988,10,16087
Black Canyon of the Gunnison,Intermountain ,1988,11,5182
Black Canyon of the Gunnison,Intermountain ,1988,12,2404
Black Canyon of the Gunnison,Intermountain ,1989,1,2090
Black Canyon of the Gunnison,Intermountain ,1989,2,3045
Black Canyon of the Gunnison,Intermountain ,1989,3,8651
Black Canyon of the Gunnison,Intermountain ,1989,4,7185
Black Canyon of the Gunnison,Intermountain ,1989,5,23921
Black Canyon of the Gunnison,Intermountain ,1989,6,47280
Black Canyon of the Gunnison,Intermountain ,1989,7,68558
Black Canyon of the Gunnison,Intermountain ,1989,8,67297
Black Canyon of the Gunnison,Intermountain ,1989,9,35430
Black Canyon of the Gunnison,Intermountain ,1989,10,16264
Black Canyon of the Gunnison,Intermountain ,1989,11,5550
Black Canyon of the Gunnison,Intermountain ,1989,12,3315
Black Canyon of the Gunnison,Intermountain ,1990,1,2696
Black Canyon of the Gunnison,Intermountain ,1990,2,5310
Black Canyon of the Gunnison,Intermountain ,1990,3,5614
Black Canyon of the Gunnison,Intermountain ,1990,4,6866
Black Canyon of the Gunnison,Intermountain ,1990,5,14996
Black Canyon of the Gunnison,Intermountain ,1990,6,50877
Black Canyon of the Gunnison,Intermountain ,1990,7,65295
Black Canyon of the Gunnison,Intermountain ,1990,8,57566
Black Canyon of the Gunnison,Intermountain ,1990,9,41967
Black Canyon of the Gunnison,Intermountain ,1990,10,17985
Black Canyon of the Gunnison,Intermountain ,1990,11,3938
Black Canyon of the Gunnison,Intermountain ,1990,12,2213
Black Canyon of the Gunnison,Intermountain ,1991,1,1489
Black Canyon of the Gunnison,Intermountain ,1991,2,4163
Black Canyon of the Gunnison,Intermountain ,1991,3,8100
Black Canyon of the Gunnison,Intermountain ,1991,4,6585
Black Canyon of the Gunnison,Intermountain ,1991,5,30146
Black Canyon of the Gunnison,Intermountain ,1991,6,50663
Black Canyon of the Gunnison,Intermountain ,1991,7,70418
Black Canyon of the Gunnison,Intermountain ,1991,8,65442
Black Canyon of the Gunnison,Intermountain ,1991,9,49838
Black Canyon of the Gunnison,Intermountain ,1991,10,21242
Black Canyon of the Gunnison,Intermountain ,1991,11,4047
Black Canyon of the Gunnison,Intermountain ,1991,12,4203
Black Canyon of the Gunnison,Intermountain ,1992,1,3150
Black Canyon of the Gunnison,Intermountain ,1992,2,2528
Black Canyon of the Gunnison,Intermountain ,1992,3,7860
Black Canyon of the Gunnison,Intermountain ,1992,4,10235
Black Canyon of the Gunnison,Intermountain ,1992,5,32185
Black Canyon of the Gunnison,Intermountain ,1992,6,54582
Black Canyon of the Gunnison,Intermountain ,1992,7,81223
Black Canyon of the Gunnison,Intermountain ,1992,8,68874
Black Canyon of the Gunnison,Intermountain ,1992,9,52619
Black Canyon of the Gunnison,Intermountain ,1992,10,18313
Black Canyon of the Gunnison,Intermountain ,1992,11,2857
Black Canyon of the Gunnison,Intermountain ,1992,12,2783
Black Canyon of the Gunnison,Intermountain ,1993,1,3566
Black Canyon of the Gunnison,Intermountain ,1993,2,3458
Black Canyon of the Gunnison,Intermountain ,1993,3,7189
Black Canyon of the Gunnison,Intermountain ,1993,4,8176
Black Canyon of the Gunnison,Intermountain ,1993,5,26124
Black Canyon of the Gunnison,Intermountain ,1993,6,49405
Black Canyon of the Gunnison,Intermountain ,1993,7,73032
Black Canyon of the Gunnison,Intermountain ,1993,8,70591
Black Canyon of the Gunnison,Intermountain ,1993,9,46749
Black Canyon of the Gunnison,Intermountain ,1993,10,21059
Black Canyon of the Gunnison,Intermountain ,1993,11,5116
Black Canyon of the Gunnison,Intermountain ,1993,12,4857
Black Canyon of the Gunnison,Intermountain ,1994,1,3652
Black Canyon of the Gunnison,Intermountain ,1994,2,2720
Black Canyon of the Gunnison,Intermountain ,1994,3,5219
Black Canyon of the Gunnison,Intermountain ,1994,4,8810
Black Canyon of the Gunnison,Intermountain ,1994,5,23462
Black Canyon of the Gunnison,Intermountain ,1994,6,35386
Black Canyon of the Gunnison,Intermountain ,1994,7,38649
Black Canyon of the Gunnison,Intermountain ,1994,8,40306
Black Canyon of the Gunnison,Intermountain ,1994,9,31795
Black Canyon of the Gunnison,Intermountain ,1994,10,17198
Black Canyon of the Gunnison,Intermountain ,1994,11,3579
Black Canyon of the Gunnison,Intermountain ,1994,12,3418
Black Canyon of the Gunnison,Intermountain ,1995,1,2537
Black Canyon of the Gunnison,Intermountain ,1995,2,1999
Black Canyon of the Gunnison,Intermountain ,1995,3,5042
Black Canyon of the Gunnison,Intermountain ,1995,4,6858
Black Canyon of the Gunnison,Intermountain ,1995,5,19919
Black Canyon of the Gunnison,Intermountain ,1995,6,34624
Black Canyon of the Gunnison,Intermountain ,1995,7,48386
Black Canyon of the Gunnison,Intermountain ,1995,8,42794
Black Canyon of the Gunnison,Intermountain ,1995,9,31517
Black Canyon of the Gunnison,Intermountain ,1995,10,15930
Black Canyon of the Gunnison,Intermountain ,1995,11,4393
Black Canyon of the Gunnison,Intermountain ,1995,12,7114
Black Canyon of the Gunnison,Intermountain ,1996,1,2033
Black Canyon of the Gunnison,Intermountain ,1996,2,2188
Black Canyon of the Gunnison,Intermountain ,1996,3,4082
Black Canyon of the Gunnison,Intermountain ,1996,4,7843
Black Canyon of the Gunnison,Intermountain ,1996,5,21959
Black Canyon of the Gunnison,Intermountain ,1996,6,33278
Black Canyon of the Gunnison,Intermountain ,1996,7,43159
