ParkName,Region,Year,Month,RecreationVisits
Lassen Volcanic,Pacific West ,1979,10,24451
Lassen Volcanic,Pacific West ,1979,11,9160
Lassen Volcanic,Pacific West ,1979,12,8655
Lassen Volcanic,Pacific West ,1980,1,20881
Lassen Volcanic,Pacific West ,1980,2,16295
Lassen Volcanic,Pacific West ,1980,3,18737
Lassen Volcanic,Pacific West ,1980,4,10874
Lassen Volcanic,Pacific West ,1980,5,12253
Lassen Volcanic,Pacific West ,1980,6,44966
Lassen Volcanic,Pacific West ,1980,7,78293
Lassen Volcanic,Pacific West ,1980,8,88487
Lassen Volcanic,Pacific West ,1980,9,55907
Lassen Volcanic,Pacific West ,1980,10,21550
Lassen Volcanic,Pacific West ,1980,11,10080
Lassen Volcanic,Pacific West ,1980,12,16102
Lassen Volcanic,Pacific West ,1981,1,19093
Lassen Volcanic,Pacific West ,1981,2,27359
Lassen Volcanic,Pacific West ,1981,3,15812
Lassen Volcanic,Pacific West ,1981,4,14501
Lassen Volcanic,Pacific West ,1981,5,16801
Lassen Volcanic,Pacific West ,1981,6,50258
Lassen Volcanic,Pacific West ,1981,7,84309
Lassen Volcanic,Pacific West ,1981,8,89715
Lassen Volcanic,Pacific West ,1981,9,52204
Lassen Volcanic,Pacific West ,1981,10,20097
Lassen Volcanic,Pacific West ,1981,11,10243
Lassen Volcanic,Pacific West ,1981,12,14653
Lassen Volcanic,Pacific West ,1982,1,20150
Lassen Volcanic,Pacific West ,1982,2,17318
Lassen Volcanic,Pacific West ,1982,3,12535
Lassen Volcanic,Pacific West ,1982,4,7830
Lassen Volcanic,Pacific West ,1982,5,11088
Lassen Volcanic,Pacific West ,1982,6,43581
Lassen Volcanic,Pacific West ,1982,7,91128
Lassen Volcanic,Pacific West ,1982,8,91506
Lassen Volcanic,Pacific West ,1982,9,64048
Lassen Volcanic,Pacific West ,1982,10,21482
Lassen Volcanic,Pacific West ,1982,11,13846
Lassen Volcanic,Pacific West ,1982,12,20347
Lassen Volcanic,Pacific West ,1983,1,29141
Lassen Volcanic,Pacific West ,1983,2,24445
Lassen Volcanic,Pacific West ,1983,3,17131
Lassen Volcanic,Pacific West ,1983,4,16816
Lassen Volcanic,Pacific West ,1983,5,10457
Lassen Volcanic,Pacific West ,1983,6,33064
Lassen Volcanic,Pacific West ,1983,7,78365
Lassen Volcanic,Pacific West ,1983,8,90888
Lassen Volcanic,Pacific West ,1983,9,67114
Lassen Volcanic,Pacific West ,1983,10,26010
Lassen Volcanic,Pacific West ,1983,11,17307
Lassen Volcanic,Pacific West ,1983,12,19129
Lassen Volcanic,Pacific West ,1984,1,30588
Lassen Volcanic,Pacific West ,1984,2,22923
Lassen Volcanic,Pacific West ,1984,3,18566
Lassen Volcanic,Pacific West ,1984,4,14988
Lassen Volcanic,Pacific West ,1984,5,16557
Lassen Volcanic,Pacific West ,1984,6,48210
Lassen Volcanic,Pacific West ,1984,7,90408
Lassen Volcanic,Pacific West ,1984,8,99345
Lassen Volcanic,Pacific West ,1984,9,57198
Lassen Volcanic,Pacific West ,1984,10,20694
Lassen Volcanic,Pacific West ,1984,11,15420
Lassen Volcanic,Pacific West ,1984,12,28378
Lassen Volcanic,Pacific West ,1985,1,31239
Lassen Volcanic,Pacific West ,1985,2,23366
Lassen Volcanic,Pacific West ,1985,3,16207
Lassen Volcanic,Pacific West ,1985,4,11749
Lassen Volcanic,Pacific West ,1985,5,26384
Lassen Volcanic,Pacific West ,1985,6,52068
Lassen Volcanic,Pacific West ,1985,7,86796
Lassen Volcanic,Pacific West ,1985,8,89822
Lassen Volcanic,Pacific West ,1985,9,56650
Lassen Volcanic,Pacific West ,1985,10,22984
Lassen Volcanic,Pacific West ,1985,11,7236
Lassen Volcanic,Pacific West ,1985,12,26996
Lassen Volcanic,Pacific West ,1986,1,21531
Lassen Volcanic,Pacific West ,1986,2,19152
Lassen Volcanic,Pacific West ,1986,3,21528
Lassen Volcanic,Pacific West ,1986,4,11637
Lassen Volcanic,Pacific West ,1986,5,19632
Lassen Volcanic,Pacific West ,1986,6,48147
Lassen Volcanic,Pacific West ,1986,7,95167
Lassen Volcanic,Pacific West ,1986,8,99230
Lassen Volcanic,Pacific West ,1986,9,57820
Lassen Volcanic,Pacific West ,1986,10,22512
Lassen Volcanic,Pacific West ,1986,11,11529
Lassen Volcanic,Pacific West ,1986,12,11838
Lassen Volcanic,Pacific West ,1987,1,22367
Lassen Volcanic,Pacific West ,1987,2,22453
Lassen Volcanic,Pacific West ,1987,3,18059
Lassen Volcanic,Pacific West ,1987,4,17094
Lassen Volcanic,Pacific West ,1987,5,33162
Lassen Volcanic,Pacific West ,1987,6,58357
Lassen Volcanic,Pacific West ,1987,7,89569
Lassen Volcanic,Pacific West ,1987,8,102701
Lassen Volcanic,Pacific West ,1987,9,54022
Lassen Volcanic,Pacific West ,1987,10,27398
Lassen Volcanic,Pacific West ,1987,11,12933
Lassen Volcanic,Pacific West ,1987,12,14316
Lassen Volcanic,Pacific West ,1988,1,25002
Lassen Volcanic,Pacific West ,1988,2,23577
Lassen Volcanic,Pacific West ,1988,3,13647
Lassen Volcanic,Pacific West ,1988,4,10059
Lassen Volcanic,Pacific West ,1988,5,24894
Lassen Volcanic,Pacific West ,1988,6,69321
Lassen Volcanic,Pacific West ,1988,7,100712
Lassen Volcanic,Pacific West ,1988,8,106135
Lassen Volcanic,Pacific West ,1988,9,58432
Lassen Volcanic,Pacific West ,1988,10,34823
Lassen Volcanic,Pacific West ,1988,11,16446
Lassen Volcanic,Pacific West ,1988,12,12580
Lassen Volcanic,Pacific West ,1989,1,21739
Lassen Volcanic,Pacific West ,1989,2,20611
Lassen Volcanic,Pacific West ,1989,3,16028
Lassen Volcanic,Pacific West ,1989,4,12918
Lassen Volcanic,Pacific West ,1989,5,25749
Lassen Volcanic,Pacific West ,1989,6,62309
Lassen Volcanic,Pacific West ,1989,7,94132
Lassen Volcanic,Pacific West ,1989,8,97916
Lassen Volcanic,Pacific West ,1989,9,67265
Lassen Volcanic,Pacific West ,1989,10,28809
Lassen Volcanic,Pacific West ,1989,11,9777
Lassen Volcanic,Pacific West ,1989,12,8862
Lassen Volcanic,Pacific West ,1990,1,16414
Lassen Volcanic,Pacific West ,1990,2,19210
Lassen Volcanic,Pacific West ,1990,3,15164
Lassen Volcanic,Pacific West ,1990,4,12644
Lassen Volcanic,Pacific West ,1990,5,24956
Lassen Volcanic,Pacific West ,1990,6,58689
Lassen Volcanic,Pacific West ,1990,7,101633
Lassen Volcanic,Pacific West ,1990,8,90707
Lassen Volcanic,Pacific West ,1990,9,66759
Lassen Volcanic,Pacific West ,1990,10,32766
Lassen Volcanic,Pacific West ,1990,11,12198
Lassen Volcanic,Pacific West ,1990,12,9777
Lassen Volcanic,Pacific West ,1991,1,9186
Lassen Volcanic,Pacific West ,1991,2,8307
Lassen Volcanic,Pacific West ,1991,3,24226
Lassen Volcanic,Pacific West ,1991,4,11533
Lassen Volcanic,Pacific West ,1991,5,22124
Lassen Volcanic,Pacific West ,1991,6,51216
Lassen Volcanic,Pacific West ,1991,7,98460
Lassen Volcanic,Pacific West ,1991,8,110739
Lassen Volcanic,Pacific West ,1991,9,68746
Lassen Volcanic,Pacific West ,1991,10,35830
Lassen Volcanic,Pacific West ,1991,11,10427
Lassen Volcanic,Pacific West ,1991,12,12385
Lassen Volcanic,Pacific West ,1992,1,22682
Lassen Volcanic,Pacific West ,1992,2,21960
Lassen Volcanic,Pacific West ,1992,3,15530
Lassen Volcanic,Pacific West ,1992,4,13316
Lassen Volcanic,Pacific West ,1992,5,30906
Lassen Volcanic,Pacific West ,1992,6,62316
Lassen Volcanic,Pacific West ,1992,7,90437
Lassen Volcanic,Pacific West ,1992,8,92052
Lassen Volcanic,Pacific West ,1992,9,60165
Lassen Volcanic,Pacific West ,1992,10,32731
Lassen Volcanic,Pacific West ,1992,11,10838
Lassen Volcanic,Pacific West ,1992,12,15078
Lassen Volcanic,Pacific West ,1993,1,17267
Lassen Volcanic,Pacific West ,1993,2,18225
Lassen Volcanic,Pacific West ,1993,3,15394
Lassen Volcanic,Pacific West ,1993,4,10755
Lassen Volcanic,Pacific West ,1993,5,15543
Lassen Volcanic,Pacific West ,1993,6,37410
Lassen Volcanic,Pacific West ,1993,7,94632
Lassen Volcanic,Pacific West ,1993,8,101554
Lassen Volcanic,Pacific West ,1993,9,74136
Lassen Volcanic,Pacific West ,1993,10,31345
Lassen Volcanic,Pacific West ,1993,11,10649
Lassen Volcanic,Pacific West ,1993,12,7354
Lassen Volcanic,Pacific West ,1994,1,10657
Lassen Volcanic,Pacific West ,1994,2,7457
Lassen Volcanic,Pacific West ,1994,3,6970
Lassen Volcanic,Pacific West ,1994,4,10125
Lassen Volcanic,Pacific West ,1994,5,27199
Lassen Volcanic,Pacific West ,1994,6,61816
Lassen Volcanic,Pacific West ,1994,7,80683
Lassen Volcanic,Pacific West ,1994,8,93276
Lassen Volcanic,Pacific West ,1994,9,49622
Lassen Volcanic,Pacific West ,1994,10,24729
Lassen Volcanic,Pacific West ,1994,11,6119
Lassen Volcanic,Pacific West ,1994,12,6836
Lassen Volcanic,Pacific West ,1995,1,5757
Lassen Volcanic,Pacific West ,1995,2,8803
Lassen Volcanic,Pacific West ,1995,3,5115
Lassen Volcanic,Pacific West ,1995,4,5996
Lassen Volcanic,Pacific West ,1995,5,14145
Lassen Volcanic,Pacific West ,1995,6,25848
Lassen Volcanic,Pacific West ,1995,7,74212
Lassen Volcanic,Pacific West ,1995,8,99187
Lassen Volcanic,Pacific West ,1995,9,71827
Lassen Volcanic,Pacific West ,1995,10,31283
Lassen Volcanic,Pacific West ,1995,11,7073
Lassen Volcanic,Pacific West ,1995,12,1755
Lassen Volcanic,Pacific West ,1996,1,3470
Lassen Volcanic,Pacific West ,1996,2,5773
Lassen Volcanic,Pacific West ,1996,3,6809
Lassen Volcanic,Pacific West ,1996,4,4650
Lassen Volcanic,Pacific West ,1996,5,12437
Lassen Volcanic,Pacific West ,1996,6,35083
Lassen Volcanic,Pacific West ,1996,7,88750
Lassen Volcanic,Pacific West ,1996,8,97312
Lassen Volcanic,Pacific West ,1996,9,62095
Lassen Volcanic,Pacific West ,1996,10,25710
Lassen Volcanic,Pacific West ,1996,11,4962
Lassen Volcanic,Pacific West ,1996,12,4581
Lassen Volcanic,Pacific West ,1997,1,2596
Lassen Volcanic,Pacific West ,1997,2,5009
Lassen Volcanic,Pacific West ,1997,3,5474
Lassen Volcanic,Pacific West ,1997,4,5381
Lassen Volcanic,Pacific West ,1997,5,18595
Lassen Volcanic,Pacific West ,1997,6,61923
Lassen Volcanic,Pacific West ,1997,7,97613
Lassen Volcanic,Pacific West ,1997,8,104750
Lassen Volcanic,Pacific West ,1997,9,44010
Lassen Volcanic,Pacific West ,1997,10,27271
Lassen Volcanic,Pacific West ,1997,11,10515
Lassen Volcanic,Pacific West ,1997,12,8679
Lassen Volcanic,Pacific West ,1998,1,6963
Lassen Volcanic,Pacific West ,1998,2,6260
Lassen Volcanic,Pacific West ,1998,3,10618
Lassen Volcanic,Pacific West ,1998,4,12012
Lassen Volcanic,Pacific West ,1998,5,10383
Lassen Volcanic,Pacific West ,1998,6,24921
Lassen Volcanic,Pacific West ,1998,7,72179
Lassen Volcanic,Pacific West ,1998,8,79809
Lassen Volcanic,Pacific West ,1998,9,57388
Lassen Volcanic,Pacific West ,1998,10,23696
Lassen Volcanic,Pacific West ,1998,11,6578
Lassen Volcanic,Pacific West ,1998,12,7242
Lassen Volcanic,Pacific West ,1999,1,7984
Lassen Volcanic,Pacific West ,1999,2,5431
Lassen Volcanic,Pacific West ,1999,3,5811
Lassen Volcanic,Pacific West ,1999,4,5826
Lassen Volcanic,Pacific West ,1999,5,17568
Lassen Volcanic,Pacific West ,1999,6,41215
Lassen Volcanic,Pacific West ,1999,7,84288
Lassen Volcanic,Pacific West ,1999,8,83530
Lassen Volcanic,Pacific West ,1999,9,52602
Lassen Volcanic,Pacific West ,1999,10,30677
Lassen Volcanic,Pacific West ,1999,11,10292
Lassen Volcanic,Pacific West ,1999,12,8532
Lassen Volcanic,Pacific West ,2000,1,6132
Lassen Volcanic,Pacific West ,2000,2,7839
Lassen Volcanic,Pacific West ,2000,3,8370
Lassen Volcanic,Pacific West ,2000,4,9920
Lassen Volcanic,Pacific West ,2000,5,22861
Lassen Volcanic,Pacific West ,2000,6,57636
Lassen Volcanic,Pacific West ,2000,7,91297
Lassen Volcanic,Pacific West ,2000,8,73770
Lassen Volcanic,Pacific West ,2000,9,53677
Lassen Volcanic,Pacific West ,2000,10,26221
Lassen Volcanic,Pacific West ,2000,11,8743
Lassen Volcanic,Pacific West ,2000,12,8445
Lassen Volcanic,Pacific West ,2001,1,5862
Lassen Volcanic,Pacific West ,2001,2,6417
Lassen Volcanic,Pacific West ,2001,3,7785
Lassen Volcanic,Pacific West ,2001,4,6875
Lassen Volcanic,Pacific West ,2001,5,25775
Lassen Volcanic,Pacific West ,2001,6,54387
Lassen Volcanic,Pacific West ,2001,7,84823
Lassen Volcanic,Pacific West ,2001,8,81285
Lassen Volcanic,Pacific West ,2001,9,55552
Lassen Volcanic,Pacific West ,2001,10,29998
Lassen Volcanic,Pacific West ,2001,11,10166
Lassen Volcanic,Pacific West ,2001,12,7770
Lassen Volcanic,Pacific West ,2002,1,7941
Lassen Volcanic,Pacific West ,2002,2,6840
Lassen Volcanic,Pacific West ,2002,3,7506
Lassen Volcanic,Pacific West ,2002,4,8520
Lassen Volcanic,Pacific West ,2002,5,23456
Lassen Volcanic,Pacific West ,2002,6,51294
Lassen Volcanic,Pacific West ,2002,7,91554
Lassen Volcanic,Pacific West ,2002,8,82452
Lassen Volcanic,Pacific West ,2002,9,59986
Lassen Volcanic,Pacific West ,2002,10,32275
Lassen Volcanic,Pacific West ,2002,11,10322
Lassen Volcanic,Pacific West ,2002,12,6003
Lassen Volcanic,Pacific West ,2003,1,8046
Lassen Volcanic,Pacific West ,2003,2,7068
Lassen Volcanic,Pacific West ,2003,3,7294
Lassen Volcanic,Pacific West ,2003,4,8403
Lassen Volcanic,Pacific West ,2003,5,19656
Lassen Volcanic,Pacific West ,2003,6,49339
Lassen Volcanic,Pacific West ,2003,7,94453
Lassen Volcanic,Pacific West ,2003,8,91650
Lassen Volcanic,Pacific West ,2003,9,72273
Lassen Volcanic,Pacific West ,2003,10,31890
Lassen Volcanic,Pacific West ,2003,11,7748
Lassen Volcanic,Pacific West ,2003,12,6564
Lassen Volcanic,Pacific West ,2004,1,7318
Lassen Volcanic,Pacific West ,2004,2,4934
Lassen Volcanic,Pacific West ,2004,3,7612
Lassen Volcanic,Pacific West ,2004,4,9552
Lassen Volcanic,Pacific West ,2004,5,24648
Lassen Volcanic,Pacific West ,2004,6,54481
Lassen Volcanic,Pacific West ,2004,7,88936
Lassen Volcanic,Pacific West ,2004,8,83013
Lassen Volcanic,Pacific West ,2004,9,57542
Lassen Volcanic,Pacific West ,2004,10,27231
Lassen Volcanic,Pacific West ,2004,11,7881
Lassen Volcanic,Pacific West ,2004,12,6519
Lassen Volcanic,Pacific West ,2005,1,7207
Lassen Volcanic,Pacific West ,2005,2,5946
Lassen Volcanic,Pacific West ,2005,3,7146
Lassen Volcanic,Pacific West ,2005,4,7620
Lassen Volcanic,Pacific West ,2005,5,21294
Lassen Volcanic,Pacific West ,2005,6,49790
Lassen Volcanic,Pacific West ,2005,7,90440
Lassen Volcanic,Pacific West ,2005,8,81669
Lassen Volcanic,Pacific West ,2005,9,53655
Lassen Volcanic,Pacific West ,2005,10,27263
Lassen Volcanic,Pacific West ,2005,11,7955
Lassen Volcanic,Pacific West ,2005,12,5550
Lassen Volcanic,Pacific West ,2006,1,6795
Lassen Volcanic,Pacific West ,2006,2,6231
Lassen Volcanic,Pacific West ,2006,3,6289
Lassen Volcanic,Pacific West ,2006,4,7186
Lassen Volcanic,Pacific West ,2006,5,20568
Lassen Volcanic,Pacific West ,2006,6,43326
Lassen Volcanic,Pacific West ,2006,7,95757
Lassen Volcanic,Pacific West ,2006,8,85089
Lassen Volcanic,Pacific West ,2006,9,69602
Lassen Volcanic,Pacific West ,2006,10,34044
Lassen Volcanic,Pacific West ,2006,11,7857
Lassen Volcanic,Pacific West ,2006,12,5997
Lassen Volcanic,Pacific West ,2007,1,6489
Lassen Volcanic,Pacific West ,2007,2,5127
Lassen Volcanic,Pacific West ,2007,3,7026
Lassen Volcanic,Pacific West ,2007,4,8826
Lassen Volcanic,Pacific West ,2007,5,28153
Lassen Volcanic,Pacific West ,2007,6,58337
Lassen Volcanic,Pacific West ,2007,7,91548
Lassen Volcanic,Pacific West ,2007,8,92588
Lassen Volcanic,Pacific West ,2007,9,55086
Lassen Volcanic,Pacific West ,2007,10,25758
Lassen Volcanic,Pacific West ,2007,11,9555
Lassen Volcanic,Pacific West ,2007,12,6564
Lassen Volcanic,Pacific West ,2008,1,6303
Lassen Volcanic,Pacific West ,2008,2,5568
Lassen Volcanic,Pacific West ,2008,3,6996
Lassen Volcanic,Pacific West ,2008,4,7722
Lassen Volcanic,Pacific West ,2008,5,22446
Lassen Volcanic,Pacific West ,2008,6,54644
Lassen Volcanic,Pacific West ,2008,7,84863
Lassen Volcanic,Pacific West ,2008,8,85597
Lassen Volcanic,Pacific West ,2008,9,60012
Lassen Volcanic,Pacific West ,2008,10,27025
Lassen Volcanic,Pacific West ,2008,11,8610
Lassen Volcanic,Pacific West ,2008,12,7575
Lassen Volcanic,Pacific West ,2009,1,6390
Lassen Volcanic,Pacific West ,2009,2,7149
Lassen Volcanic,Pacific West ,2009,3,6555
Lassen Volcanic,Pacific West ,2009,4,6492
Lassen Volcanic,Pacific West ,2009,5,21683
Lassen Volcanic,Pacific West ,2009,6,54537
Lassen Volcanic,Pacific West ,2009,7,82833
Lassen Volcanic,Pacific West ,2009,8,81082
Lassen Volcanic,Pacific West ,2009,9,57226
Lassen Volcanic,Pacific West ,2009,10,24094
Lassen Volcanic,Pacific West ,2009,11,9087
Lassen Volcanic,Pacific West ,2009,12,8511
Lassen Volcanic,Pacific West ,2010,1,8364
Lassen Volcanic,Pacific West ,2010,2,4842
Lassen Volcanic,Pacific West ,2010,3,7146
Lassen Volcanic,Pacific West ,2010,4,7428
Lassen Volcanic,Pacific West ,2010,5,18154
Lassen Volcanic,Pacific West ,2010,6,50934
Lassen Volcanic,Pacific West ,2010,7,90517
Lassen Volcanic,Pacific West ,2010,8,74012
Lassen Volcanic,Pacific West ,2010,9,63200
Lassen Volcanic,Pacific West ,2010,10,45603
Lassen Volcanic,Pacific West ,2010,11,7908
Lassen Volcanic,Pacific West ,2010,12,6462
Lassen Volcanic,Pacific West ,2011,1,7518
Lassen Volcanic,Pacific West ,2011,2,4644
Lassen Volcanic,Pacific West ,2011,3,7119
Lassen Volcanic,Pacific West ,2011,4,6402
Lassen Volcanic,Pacific West ,2011,5,20024
Lassen Volcanic,Pacific West ,2011,6,44712
Lassen Volcanic,Pacific West ,2011,7,83008
Lassen Volcanic,Pacific West ,2011,8,70924
Lassen Volcanic,Pacific West ,2011,9,68174
Lassen Volcanic,Pacific West ,2011,10,27290
Lassen Volcanic,Pacific West ,2011,11,5949
Lassen Volcanic,Pacific West ,2011,12,5505
Lassen Volcanic,Pacific West ,2012,1,6702
Lassen Volcanic,Pacific West ,2012,2,5970
Lassen Volcanic,Pacific West ,2012,3,1758
Lassen Volcanic,Pacific West ,2012,4,9867
Lassen Volcanic,Pacific West ,2012,5,28548
Lassen Volcanic,Pacific West ,2012,6,56793
Lassen Volcanic,Pacific West ,2012,7,98098
Lassen Volcanic,Pacific West ,2012,8,91293
Lassen Volcanic,Pacific West ,2012,9,59874
Lassen Volcanic,Pacific West ,2012,10,35415
Lassen Volcanic,Pacific West ,2012,11,6531
Lassen Volcanic,Pacific West ,2012,12,6804
Lassen Volcanic,Pacific West ,2013,1,14298
Lassen Volcanic,Pacific West ,2013,2,7611
Lassen Volcanic,Pacific West ,2013,3,5847
Lassen Volcanic,Pacific West ,2013,4,9906
Lassen Volcanic,Pacific West ,2013,5,26468
Lassen Volcanic,Pacific West ,2013,6,67368
Lassen Volcanic,Pacific West ,2013,7,102986
Lassen Volcanic,Pacific West ,2013,8,104876
Lassen Volcanic,Pacific West ,2013,9,64968
Lassen Volcanic,Pacific West ,2013,10,7086
Lassen Volcanic,Pacific West ,2013,11,11246
Lassen Volcanic,Pacific West ,2013,12,4749
Lassen Volcanic,Pacific West ,2014,1,5787
Lassen Volcanic,Pacific West ,2014,2,5835
Lassen Volcanic,Pacific West ,2014,3,8472
Lassen Volcanic,Pacific West ,2014,4,8434
Lassen Volcanic,Pacific West ,2014,5,29121
Lassen Volcanic,Pacific West ,2014,6,66774
Lassen Volcanic,Pacific West ,2014,7,98926
Lassen Volcanic,Pacific West ,2014,8,93162
Lassen Volcanic,Pacific West ,2014,9,62349
Lassen Volcanic,Pacific West ,2014,10,33405
Lassen Volcanic,Pacific West ,2014,11,10392
Lassen Volcanic,Pacific West ,2014,12,10320
Lassen Volcanic,Pacific West ,2015,1,9084
Lassen Volcanic,Pacific West ,2015,2,7212
Lassen Volcanic,Pacific West ,2015,3,8262
Lassen Volcanic,Pacific West ,2015,4,10980
Lassen Volcanic,Pacific West ,2015,5,31023
Lassen Volcanic,Pacific West ,2015,6,63211
Lassen Volcanic,Pacific West ,2015,7,106868
Lassen Volcanic,Pacific West ,2015,8,106166
Lassen Volcanic,Pacific West ,2015,9,70956
Lassen Volcanic,Pacific West ,2015,10,37395
Lassen Volcanic,Pacific West ,2015,11,8829
Lassen Volcanic,Pacific West ,2015,12,8106
Lassen Volcanic,Pacific West ,2016,1,9627
Lassen Volcanic,Pacific West ,2016,2,8730
Lassen Volcanic,Pacific West ,2016,3,8967
Lassen Volcanic,Pacific West ,2016,4,12294
Lassen Volcanic,Pacific West ,2016,5,29355
Lassen Volcanic,Pacific West ,2016,6,74193
Lassen Volcanic,Pacific West ,2016,7,120958
Lassen Volcanic,Pacific West ,2016,8,105114
Lassen Volcanic,Pacific West ,2016,9,88631
Lassen Volcanic,Pacific West ,2016,10,64396
Lassen Volcanic,Pacific West ,2016,11,8373
Lassen Volcanic,Pacific West ,2016,12,5430
Lassen Volcanic,Pacific West ,2017,1,9231
Lassen Volcanic,Pacific West ,2017,2,7203
Lassen Volcanic,Pacific West ,2017,3,7002
Lassen Volcanic,Pacific West ,2017,4,10518
Lassen Volcanic,Pacific West ,2017,5,31173
Lassen Volcanic,Pacific West ,2017,6,58880
Lassen Volcanic,Pacific West ,2017,7,122834
Lassen Volcanic,Pacific West ,2017,8,111514
Lassen Volcanic,Pacific West ,2017,9,88592
Lassen Volcanic,Pacific West ,2017,10,40581
Lassen Volcanic,Pacific West ,2017,11,10335
Lassen Volcanic,Pacific West ,2017,12,9393
Lassen Volcanic,Pacific West ,2018,1,10263
Lassen Volcanic,Pacific West ,2018,2,7194
Lassen Volcanic,Pacific West ,2018,3,7773
Lassen Volcanic,Pacific West ,2018,4,21216
Lassen Volcanic,Pacific West ,2018,5,34144
Lassen Volcanic,Pacific West ,2018,6,75220
Lassen Volcanic,Pacific West ,2018,7,114368
Lassen Volcanic,Pacific West ,2018,8,91422
Lassen Volcanic,Pacific West ,2018,9,75514
Lassen Volcanic,Pacific West ,2018,10,45236
Lassen Volcanic,Pacific West ,2018,11,9480
Lassen Volcanic,Pacific West ,2018,12,7605
Lassen Volcanic,Pacific West ,2019,1,8646
Lassen Volcanic,Pacific West ,2019,2,6561
Lassen Volcanic,Pacific West ,2019,3,7944
Lassen Volcanic,Pacific West ,2019,4,12477
Lassen Volcanic,Pacific West ,2019,5,25170
Lassen Volcanic,Pacific West ,2019,6,63803
Lassen Volcanic,Pacific West ,2019,7,105535
Lassen Volcanic,Pacific West ,2019,8,98109
Lassen Volcanic,Pacific West ,2019,9,75502
Lassen Volcanic,Pacific West ,2019,10,88428
Lassen Volcanic,Pacific West ,2019,11,12879
Lassen Volcanic,Pacific West ,2019,12,11985
Lassen Volcanic,Pacific West ,2020,1,10770
Lassen Volcanic,Pacific West ,2020,2,11655
Lassen Volcanic,Pacific West ,2020,3,6933
Lassen Volcanic,Pacific West ,2020,4,0
Lassen Volcanic,Pacific West ,2020,5,3108
Lassen Volcanic,Pacific West ,2020,6,83355
Lassen Volcanic,Pacific West ,2020,7,135668
Lassen Volcanic,Pacific West ,2020,8,120112
Lassen Volcanic,Pacific West ,2020,9,67992
Lassen Volcanic,Pacific West ,2020,10,72363
Lassen Volcanic,Pacific West ,2020,11,16947
Lassen Volcanic,Pacific West ,2020,12,13371
Lassen Volcanic,Pacific West ,2021,1,10455
Lassen Volcanic,Pacific West ,2021,2,8616
Lassen Volcanic,Pacific West ,2021,3,8847
Lassen Volcanic,Pacific West ,2021,4,18873
Lassen Volcanic,Pacific West ,2021,5,53906
Lassen Volcanic,Pacific West ,2021,6,105549
Lassen Volcanic,Pacific West ,2021,7,120113
Lassen Volcanic,Pacific West ,2021,8,558
Lassen Volcanic,Pacific West ,2021,9,0
Lassen Volcanic,Pacific West ,2021,10,14856
Lassen Volcanic,Pacific West ,2021,11,11484
Lassen Volcanic,Pacific West ,2021,12,6378
Lassen Volcanic,Pacific West ,2022,1,9894
Lassen Volcanic,Pacific West ,2022,2,8184
Lassen Volcanic,Pacific West ,2022,3,7764
Lassen Volcanic,Pacific West ,2022,4,13539
Lassen Volcanic,Pacific West ,2022,5,21836
Lassen Volcanic,Pacific West ,2022,6,70558
Lassen Volcanic,Pacific West ,2022,7,110025
Lassen Volcanic,Pacific West ,2022,8,94788
Lassen Volcanic,Pacific West ,2022,9,53204
Lassen Volcanic,Pacific West ,2022,10,41193
Lassen Volcanic,Pacific West ,2022,11,9063
Lassen Volcanic,Pacific West ,2022,12,6243
Mammoth Cave,Southeast ,1979,1,22275
Mammoth Cave,Southeast ,1979,2,23508
Mammoth Cave,Southeast ,1979,3,79881
Mammoth Cave,Southeast ,1979,4,111690
Mammoth Cave,Southeast ,1979,5,138046
Mammoth Cave,Southeast ,1979,6,176960
Mammoth Cave,Southeast ,1979,7,225700
Mammoth Cave,Southeast ,1979,8,217416
Mammoth Cave,Southeast ,1979,9,151588
Mammoth Cave,Southeast ,1979,10,91296
Mammoth Cave,Southeast ,1979,11,81924
Mammoth Cave,Southeast ,1979,12,64626
Mammoth Cave,Southeast ,1980,1,51540
Mammoth Cave,Southeast ,1980,2,43032
Mammoth Cave,Southeast ,1980,3,65949
Mammoth Cave,Southeast ,1980,4,109110
Mammoth Cave,Southeast ,1980,5,140112
Mammoth Cave,Southeast ,1980,6,202513
Mammoth Cave,Southeast ,1980,7,263763
Mammoth Cave,Southeast ,1980,8,231955
Mammoth Cave,Southeast ,1980,9,136944
Mammoth Cave,Southeast ,1980,10,112689
Mammoth Cave,Southeast ,1980,11,75669
Mammoth Cave,Southeast ,1980,12,62511
Mammoth Cave,Southeast ,1981,1,39627
Mammoth Cave,Southeast ,1981,2,46404
Mammoth Cave,Southeast ,1981,3,71544
Mammoth Cave,Southeast ,1981,4,89301
Mammoth Cave,Southeast ,1981,5,141085
Mammoth Cave,Southeast ,1981,6,191135
Mammoth Cave,Southeast ,1981,7,248149
Mammoth Cave,Southeast ,1981,8,217528
Mammoth Cave,Southeast ,1981,9,132009
Mammoth Cave,Southeast ,1981,10,100908
Mammoth Cave,Southeast ,1981,11,67320
Mammoth Cave,Southeast ,1981,12,59307
Mammoth Cave,Southeast ,1982,1,42495
Mammoth Cave,Southeast ,1982,2,48234
Mammoth Cave,Southeast ,1982,3,82521
Mammoth Cave,Southeast ,1982,4,105072
Mammoth Cave,Southeast ,1982,5,159901
Mammoth Cave,Southeast ,1982,6,197169
Mammoth Cave,Southeast ,1982,7,264400
